Data from lamp3bck_Subt4__19__267.txt Node

Date: Fri Apr 04 11:04:20 CEST 2025
User: fys-lab-0081
Spectrometer: S04999
Trigger mode: 0
Resolution mode: 1024 pixels
Integration Time (sec): 1.000000E-1
Scans to average: 1
Nonlinearity correction enabled: false
Boxcar width: 0
Baseline correction enabled: true
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 1024
>>>>>Begin Spectral Data<<<<<
336.42	5
336.877	8
337.334	5
337.792	2
338.249	3
338.706	8
339.164	9
339.621	6
340.079	8
340.536	3
340.994	0
341.452	9
341.909	9
342.367	12
342.825	11
343.283	9
343.741	9
344.198	-1
344.656	6
345.114	14
345.572	8
346.03	11
346.488	6
346.947	9
347.405	17
347.863	15
348.321	12
348.779	10
349.238	11
349.696	17
350.154	15
350.613	11
351.071	13
351.53	20
351.988	15
352.447	17
352.905	15
353.364	16
353.823	23
354.282	17
354.74	19
355.199	19
355.658	21
356.117	21
356.576	21
357.035	20
357.494	24
357.953	26
358.412	21
358.871	23
359.33	28
359.789	22
360.249	32
360.708	33
361.167	27
361.626	30
362.086	28
362.545	30
363.005	28
363.464	34
363.924	35
364.383	33
364.843	39
365.303	32
365.762	36
366.222	42
366.682	40
367.142	43
367.601	40
368.061	43
368.521	46
368.981	46
369.441	46
369.901	44
370.361	43
370.821	52
371.282	49
371.742	47
372.202	49
372.662	50
373.123	48
373.583	52
374.043	55
374.504	53
374.964	55
375.425	60
375.885	59
376.346	63
376.806	60
377.267	62
377.728	61
378.188	67
378.649	68
379.11	67
379.571	67
380.032	73
380.493	72
380.954	79
381.414	77
381.876	78
382.337	86
382.798	85
383.259	88
383.72	88
384.181	94
384.642	93
385.104	100
385.565	100
386.026	102
386.488	108
386.949	105
387.411	114
387.872	118
388.334	115
388.795	111
389.257	122
389.719	128
390.181	125
390.642	130
391.104	136
391.566	133
392.028	136
392.49	140
392.952	143
393.414	141
393.876	154
394.338	157
394.8	155
395.262	163
395.724	165
396.186	164
396.648	170
397.111	161
397.573	171
398.035	169
398.498	178
398.96	175
399.423	179
399.885	183
400.348	184
400.81	191
401.273	194
401.736	193
402.198	203
402.661	208
403.124	207
403.587	219
404.049	221.5
404.512	224
404.975	233
405.438	227
405.901	236
406.364	229
406.827	238
407.29	233
407.754	232
408.217	229
408.68	233
409.143	238
409.607	234
410.07	234
410.533	245
410.997	247
411.46	248
411.924	248
412.387	246
412.851	262
413.314	272
413.778	267
414.242	277
414.705	287
415.169	279
415.633	281
416.097	286
