Data from lamp4bck_dubbel_Subt2__50__1050.txt Node

Date: Wed Apr 09 12:21:20 CEST 2025
User: fys-lab-0081
Spectrometer: S04999
Trigger mode: 0
Resolution mode: 1024 pixels
Integration Time (sec): 1.000000E-1
Scans to average: 1
Nonlinearity correction enabled: false
Boxcar width: 0
Baseline correction enabled: true
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 1024
>>>>>Begin Spectral Data<<<<<
336.42	-1
336.877	4
337.334	5
337.792	8
338.249	3
338.706	3
339.164	7
339.621	4
340.079	3
340.536	2
340.994	5
341.452	5
341.909	9
342.367	2
342.825	-3
343.283	5
343.741	1
344.198	6
344.656	2
345.114	1
345.572	5
346.03	5
346.488	7
346.947	-2
347.405	4
347.863	6
348.321	6
348.779	9
349.238	3
349.696	8
350.154	4
350.613	3
351.071	4
351.53	8
351.988	9
352.447	7
352.905	-3
353.364	4
353.823	6
354.282	6
354.74	1
355.199	5
355.658	7
356.117	5
356.576	10
357.035	2
357.494	6
357.953	3
358.412	11
358.871	4
359.33	5
359.789	2
360.249	7
360.708	7
361.167	8
361.626	9
362.086	7
362.545	7
363.005	6
363.464	4
363.924	8
364.383	7
364.843	8
365.303	9
365.762	10
366.222	11
366.682	7
367.142	8
367.601	9
368.061	6
368.521	8
368.981	10
369.441	13
369.901	12
370.361	9
370.821	12
371.282	9
371.742	14
372.202	14
372.662	14
373.123	10
373.583	13
374.043	12
374.504	12
374.964	13
375.425	16
375.885	16
376.346	18
376.806	20
377.267	19
377.728	21
378.188	19
378.649	19
379.11	16
379.571	14
380.032	23
380.493	13
380.954	22
381.414	18
381.876	20
382.337	16
382.798	22
383.259	25
383.72	25
384.181	19
384.642	22
385.104	26
385.565	30
386.026	28
386.488	29
386.949	27
387.411	30
387.872	33
388.334	33
388.795	33
389.257	36
389.719	32
390.181	30
390.642	36
391.104	34
391.566	39
392.028	39
392.49	42
392.952	42
393.414	45
393.876	47
394.338	46
394.8	46
395.262	36
395.724	46
396.186	48
396.648	49
397.111	52
397.573	50
398.035	49
398.498	52
398.96	52
399.423	48
399.885	49
400.348	56
400.81	54
401.273	54
401.736	50
402.198	63
402.661	63
403.124	57
403.587	64
404.049	65
404.512	66
404.975	66
405.438	66
405.901	70
406.364	69
406.827	69
407.29	67
407.754	68
408.217	68
408.68	68
409.143	69
409.607	73
410.07	74
410.533	72
410.997	79
411.46	76
411.924	81
412.387	81
412.851	79
413.314	79
413.778	82
414.242	86
414.705	89
415.169	93
415.633	88
416.097	86
416.561	92
417.024	91
417.488	93
417.952	95
418.416	87
418.88	84
419.344	88
419.809	93
420.273	95
420.737	94
421.201	96
421.665	101
422.13	100
422.594	100
423.059	102
423.523	105
423.987	103
424.452	112
424.916	106
425.381	123
425.846	114
426.31	123
426.775	120
427.24	126
427.704	128
428.169	125
428.634	129
429.099	128
429.564	131
430.029	128
430.494	123
430.959	122
431.424	124
431.889	135
432.354	133
432.819	129
433.284	135
433.75	134
434.215	140
434.68	135
435.146	140
435.611	152
436.077	156
436.542	153
437.008	160
437.473	163
437.939	162
438.404	168
438.87	173
439.336	173
439.801	173
440.267	175
440.733	181
441.199	181
441.665	177
442.131	183
442.596	177
443.062	184
443.529	191
443.995	192
444.461	198
444.927	199
445.393	195
445.859	209
446.325	215
446.792	229
447.258	226
447.724	236
448.191	245
448.657	247
449.124	245
449.59	251
450.057	265
450.523	271
450.99	274
451.457	278
451.923	280
452.39	279
452.857	288
453.324	282
453.791	283
454.257	292
454.724	292
455.191	289
455.658	286
456.125	300
456.592	294
457.059	303
457.527	299
457.994	308
458.461	308
458.928	320
459.396	317
459.863	324
460.33	327
460.798	330
461.265	335
461.732	333
462.2	340
462.668	338
463.135	344
463.603	342
464.07	356
464.538	337
465.006	353
465.474	347
465.941	346
466.409	338
466.877	339
467.345	345
467.813	341
468.281	348
468.749	348
469.217	346
469.685	357
470.153	360
470.621	361
471.09	354
471.558	376
472.026	378
472.494	384
472.963	386
473.431	396
473.9	407
474.368	416
474.837	424
475.305	433
475.774	438
476.242	450
476.711	459
477.18	470
477.648	465
478.117	471
478.586	476
479.055	466
479.524	477
479.993	474
480.462	476
480.93	473
481.399	483
481.869	480
482.338	469
482.807	479
483.276	481
483.745	476
484.214	490
484.684	496
485.153	492
485.622	495
486.092	507
486.561	497
487.031	520
487.5	527
487.97	521
488.439	529
488.909	546
489.378	569
489.848	569
490.318	588
490.787	618
491.257	626
491.727	633
492.197	643
492.667	643
493.137	647
493.607	658
494.077	662
494.547	652
495.017	649
495.487	666
495.957	684
496.427	666
496.897	662
497.368	681
497.838	673
498.308	674
498.779	678
499.249	687
499.719	687
500.19	699
500.66	696
501.131	700
501.602	716
502.072	715
502.543	730
503.014	744
503.484	740
503.955	756
504.426	776
504.897	775
505.368	796
505.838	814
506.309	823
506.78	856
507.251	876
507.722	895
508.194	918
508.665	935
509.136	933
509.607	960
510.078	984
510.549	998
511.021	1021
511.492	1008
511.964	1041
512.435	1057
512.906	1045
513.378	1050
513.849	1072
514.321	1064
514.793	1071
515.264	1089
515.736	1096
516.208	1109
516.679	1118
517.151	1133
517.623	1139
518.095	1147
518.567	1166
519.038	1198
519.51	1201
519.982	1211
520.454	1228
520.927	1243
521.399	1263
521.871	1271
522.343	1287
522.815	1312
523.287	1304
523.76	1307
524.232	1331
524.704	1344
525.177	1312
525.649	1312
526.122	1338
526.594	1302
527.067	1328
527.539	1340
528.012	1342
528.484	1348
528.957	1344
529.43	1343
529.903	1345
530.375	1386
530.848	1341
531.321	1362
531.794	1373
532.267	1400
532.74	1365
533.213	1373
533.686	1406
534.159	1386
534.632	1413
535.105	1421
535.578	1452
536.051	1452
536.525	1435
536.998	1435
537.471	1468
537.945	1440
538.418	1449
538.891	1457
539.365	1481
539.838	1491
540.312	1487
540.786	1493
541.259	1504
541.733	1536
542.206	1527
542.68	1509
543.154	1531
543.628	1536
544.101	1569
544.575	1563
545.049	1535
545.523	1573
545.997	1560
546.471	1574
546.945	1569
547.419	1595
547.893	1517
548.367	1535
548.842	1522
549.316	1526
549.79	1540
550.264	1518
550.739	1535
551.213	1540
551.687	1521
552.162	1530
552.636	1530
553.111	1522
553.585	1557
554.06	1522
554.534	1568
555.009	1576
555.484	1608
555.958	1601
556.433	1617
556.908	1657
557.383	1649
557.858	1676
558.333	1679
558.807	1659
559.282	1683
559.757	1718
560.232	1704
560.708	1666
561.183	1670
561.658	1673
562.133	1668
562.608	1652
563.083	1713
563.559	1676
564.034	1673
564.509	1681
564.985	1703
565.46	1701
565.936	1720
566.411	1715
566.887	1706
567.362	1738
567.838	1726
568.313	1738
568.789	1728
569.265	1735
569.74	1748
570.216	1724
570.692	1743
571.168	1738
571.644	1749
572.12	1730
572.596	1739
573.071	1716
573.547	1773
574.024	1794
574.5	1786
574.976	1783
575.452	1812
575.928	1837
576.404	1842
576.881	1886
577.357	1861
577.833	1875
578.31	1938
578.786	1964
579.262	1995
579.739	1975
580.215	2051
580.692	2056
581.169	2030
581.645	2042
582.122	2115
582.598	2111
583.075	2106
583.552	2118
584.029	2119
584.506	2115
584.982	2103
585.459	2120
585.936	2080
586.413	2104
586.89	2146
587.367	2110
587.844	2126
588.321	2091
588.799	2096
589.276	2102
589.753	2136
590.23	2127
590.707	2122
591.185	2119
591.662	2122
592.139	2145
592.617	2170
593.094	2172
593.572	2204
594.049	2233
594.527	2246
595.004	2242
595.482	2308
595.96	2321
596.437	2331
596.915	2384
597.393	2351
597.871	2416
598.349	2397
598.826	2440
599.304	2418
599.782	2460
600.26	2416
600.738	2461
601.216	2450
601.694	2441
602.173	2441
602.651	2476
603.129	2463
603.607	2484
604.085	2480
604.564	2473
605.042	2470
605.52	2472
605.999	2542
606.477	2485
606.956	2494
607.434	2524.5
607.913	2555
608.391	2566
608.87	2565
609.348	2528
609.827	2552
610.306	2585
610.785	2616
611.263	2622
611.742	2589
612.221	2564
612.7	2612
613.179	2635
613.658	2578
614.137	2585
614.616	2602
615.095	2550
615.574	2592
616.053	2578
616.532	2536
617.011	2547
617.491	2560
617.97	2557
618.449	2584
618.928	2596
619.408	2576
619.887	2602
620.367	2627
620.846	2653
621.326	2640
621.805	2677
622.285	2679
622.764	2728
623.244	2759
623.724	2772
624.203	2796
624.683	2760
625.163	2846
625.643	2857
626.123	2848
626.602	2891
627.082	2820
627.562	2843
628.042	2922
628.522	2900
629.002	2876
629.482	2875
629.963	2867
630.443	2853
630.923	2864
631.403	2865
631.883	2824
632.364	2829
632.844	2806
633.324	2845
633.805	2851
634.285	2800
634.766	2762
635.246	2772
635.727	2795
636.207	2799
636.688	2799
637.168	2792
637.649	2761
638.13	2745
638.611	2774
639.091	2784
639.572	2784
640.053	2756
640.534	2794
641.015	2826
641.496	2793
641.977	2840
642.458	2803
642.939	2804
643.42	2821
643.901	2842
644.382	2869
644.863	2850
645.345	2837
645.826	2831
646.307	2836
646.788	2896
647.27	2843
647.751	2836
648.233	2854
648.714	2781
649.196	2859
649.677	2831
650.159	2824
650.64	2774
651.122	2809
651.603	2761
652.085	2804
652.567	2823
653.049	2793
653.53	2779
654.012	2808
654.494	2768
654.976	2803
655.458	2820
655.94	2821
656.422	2862
656.904	2846
657.386	2818
657.868	2848
658.35	2852
658.833	2881
659.315	2870
659.797	2843
660.279	2851
660.762	2886
661.244	2867
661.726	2817
662.209	2795
662.691	2796
663.174	2745
663.656	2764
664.139	2755
664.621	2711
665.104	2662
665.587	2694
666.069	2705
666.552	2707
667.035	2679
667.517	2672
668	2676
668.483	2670
668.966	2660
669.449	2663
669.932	2676
670.415	2696
670.898	2651
671.381	2644
671.864	2670
672.347	2658
672.83	2685
673.313	2689
673.797	2667
674.28	2703
674.763	2701
